index;x;y;z
0;-0.005478;-0.013596;-0.995758
1;-0.006119;-0.013290;-0.995361
2;-0.005081;-0.013321;-0.993393
3;-0.006134;-0.014511;-0.996597
4;-0.005951;-0.013550;-0.995422
5;-0.005371;-0.013809;-0.995239
6;-0.005875;-0.012680;-0.995026
7;-0.005295;-0.013596;-0.995636
8;-0.005157;-0.013855;-0.995209
9;-0.005310;-0.012283;-0.995682
10;-0.006042;-0.013397;-0.996811
11;-0.005585;-0.013565;-0.995850
12;-0.005875;-0.013428;-0.995300
13;-0.005737;-0.013443;-0.995071
14;-0.005371;-0.014236;-0.994583
15;-0.005524;-0.014252;-0.994629
16;-0.005859;-0.012756;-0.994751
17;-0.005630;-0.013596;-0.993912
18;-0.005264;-0.014130;-0.994858
19;-0.005386;-0.013870;-0.996246
20;-0.005783;-0.013214;-0.994812
21;-0.005692;-0.011932;-0.996063
22;-0.005768;-0.013672;-0.997162
23;-0.005463;-0.012314;-0.996033
24;-0.004929;-0.013107;-0.996704
25;-0.005798;-0.012909;-0.994110
26;-0.005569;-0.013535;-0.995209
27;-0.005478;-0.014404;-0.995972
28;-0.005707;-0.012772;-0.994568
29;-0.005096;-0.013885;-0.991928
30;-0.005981;-0.013824;-0.994461
31;-0.005844;-0.013870;-0.995987
32;-0.006241;-0.013153;-0.994949
33;-0.005508;-0.012527;-0.996277
34;-0.006241;-0.013504;-0.997955
35;-0.005646;-0.011795;-0.996170
36;-0.005142;-0.013489;-0.995728
37;-0.006058;-0.013641;-0.995651
38;-0.005966;-0.012299;-0.994720
39;-0.005692;-0.013840;-0.994568
40;-0.006302;-0.012894;-0.997269
41;-0.005127;-0.013031;-0.995361
42;-0.006134;-0.013336;-0.995178
43;-0.005753;-0.013840;-0.994308
44;-0.005356;-0.013565;-0.994400
45;-0.005600;-0.013855;-0.994308
46;-0.005005;-0.014038;-0.996597
47;-0.005539;-0.013397;-0.994370
48;-0.005569;-0.012497;-0.995483
49;-0.006012;-0.012878;-0.997971
50;-0.005249;-0.013519;-0.998230
51;-0.005966;-0.012573;-0.995789
52;-0.005493;-0.012497;-0.993591
53;-0.005920;-0.012451;-0.994965
54;-0.005447;-0.013763;-0.996140
55;-0.005020;-0.013290;-0.995895
56;-0.005157;-0.013748;-0.995041
57;-0.006317;-0.013840;-0.995773
58;-0.005692;-0.013733;-0.997040
59;-0.004517;-0.013687;-0.994720
60;-0.005707;-0.014572;-0.994431
61;-0.005981;-0.014709;-0.994568
62;-0.005814;-0.014343;-0.995087
63;-0.005066;-0.012878;-0.995041
64;-0.005493;-0.013840;-0.996140
65;-0.005646;-0.013474;-0.995834
66;-0.005997;-0.013016;-0.996933
67;-0.005463;-0.012909;-0.996277
68;-0.006287;-0.013733;-0.997086
69;-0.005753;-0.013626;-0.994186
70;-0.005569;-0.013123;-0.992981
71;-0.006134;-0.013367;-0.995422
72;-0.005905;-0.013397;-0.995895
73;-0.006165;-0.014404;-0.995422
74;-0.005493;-0.012756;-0.993866
75;-0.006531;-0.013123;-0.996414
76;-0.006622;-0.013214;-0.995712
77;-0.005630;-0.014221;-0.995636
78;-0.005569;-0.012100;-0.994003
79;-0.005661;-0.013275;-0.995041
80;-0.005890;-0.013718;-0.994141
81;-0.005646;-0.013931;-0.994080
82;-0.005600;-0.012955;-0.996338
83;-0.005737;-0.013458;-0.996887
84;-0.005737;-0.012314;-0.993301
85;-0.005569;-0.012970;-0.996933
86;-0.005432;-0.014053;-0.994431
87;-0.005524;-0.013138;-0.995041
88;-0.005219;-0.013580;-0.996033
89;-0.005615;-0.014328;-0.994415
90;-0.005554;-0.014145;-0.995956
91;-0.005249;-0.014221;-0.994339
92;-0.005524;-0.012573;-0.995575
93;-0.005951;-0.013199;-0.994766
94;-0.005844;-0.013016;-0.994995
95;-0.005005;-0.013199;-0.996078
96;-0.005402;-0.013443;-0.995010
97;-0.004929;-0.013321;-0.994293
98;-0.006012;-0.013351;-0.994827
99;-0.005722;-0.012741;-0.995270
100;-0.005478;-0.013504;-0.998428
101;-0.005676;-0.013184;-0.995758
102;-0.005661;-0.013107;-0.995590
103;-0.005341;-0.013535;-0.996216
104;-0.005386;-0.013916;-0.996338
105;-0.005920;-0.013458;-0.995605
106;-0.005936;-0.014542;-0.994904
107;-0.006256;-0.013367;-0.996643
108;-0.005829;-0.013535;-0.995026
109;-0.006149;-0.012405;-0.996155
110;-0.005844;-0.013382;-0.994080
111;-0.006027;-0.012634;-0.995819
112;-0.006256;-0.013855;-0.995972
113;-0.005600;-0.013947;-0.997025
114;-0.005081;-0.013443;-0.996643
115;-0.005997;-0.012680;-0.995667
116;-0.005386;-0.012741;-0.994171
117;-0.006012;-0.013824;-0.996552
118;-0.005173;-0.014069;-0.995087
119;-0.005905;-0.013351;-0.995407
120;-0.005753;-0.014160;-0.995560
121;-0.005600;-0.012482;-0.995941
122;-0.005859;-0.013031;-0.994202
123;-0.005814;-0.013168;-0.993958
124;-0.006149;-0.013580;-0.997559
125;-0.006668;-0.014160;-0.995331
126;-0.005722;-0.012985;-0.994293
127;-0.006195;-0.012329;-0.996597
128;-0.006226;-0.012848;-0.995468
129;-0.004715;-0.013672;-0.994690
130;-0.005463;-0.013626;-0.995331
131;-0.006088;-0.014313;-0.996613
132;-0.005371;-0.013672;-0.994202
133;-0.005249;-0.011703;-0.993988
134;-0.005524;-0.013016;-0.994995
135;-0.005661;-0.013992;-0.997070
136;-0.005859;-0.013809;-0.993576
137;-0.005493;-0.014420;-0.996811
138;-0.005020;-0.012299;-0.995071
139;-0.005630;-0.013275;-0.996475
140;-0.005600;-0.013321;-0.995544
141;-0.005096;-0.013748;-0.995285
142;-0.004715;-0.013214;-0.995758
143;-0.005707;-0.013016;-0.997055
144;-0.005630;-0.013260;-0.994781
145;-0.006134;-0.012955;-0.995773
146;-0.005264;-0.012665;-0.996780
147;-0.006042;-0.013519;-0.996277
148;-0.005646;-0.012711;-0.994995
149;-0.006210;-0.013840;-0.995514
150;-0.005524;-0.013397;-0.994766
151;-0.005463;-0.013474;-0.995117
152;-0.005493;-0.013611;-0.995895
153;-0.005936;-0.013245;-0.996979
154;-0.005554;-0.014038;-0.995880
155;-0.005173;-0.013626;-0.994446
156;-0.005417;-0.013687;-0.994476
157;-0.005493;-0.013245;-0.998047
158;-0.005371;-0.012970;-0.996109
159;-0.005493;-0.013397;-0.994675
160;-0.006851;-0.012451;-0.996613
161;-0.006439;-0.012741;-0.995590
162;-0.006592;-0.013657;-0.996429
163;-0.006500;-0.012939;-0.994308
164;-0.006134;-0.012756;-0.995438
165;-0.005844;-0.013657;-0.994766
166;-0.005157;-0.014236;-0.998611
167;-0.005020;-0.012939;-0.994843
