index;x;y;z
0;0.004227;-0.024414;-0.993362
1;0.004807;-0.025604;-0.992889
2;0.005478;-0.025101;-0.996017
3;0.005127;-0.025574;-0.994568
4;0.005768;-0.025391;-0.995071
5;0.004990;-0.024979;-0.995926
6;0.004471;-0.025253;-0.994751
7;0.005280;-0.025513;-0.995712
8;0.005661;-0.025345;-0.995514
9;0.004974;-0.024902;-0.994766
10;0.005188;-0.025314;-0.994934
11;0.004456;-0.024628;-0.995102
12;0.005005;-0.025269;-0.994339
13;0.005096;-0.024933;-0.995026
14;0.004913;-0.025635;-0.994980
15;0.005005;-0.025482;-0.995544
16;0.005249;-0.025070;-0.994858
17;0.004608;-0.024445;-0.994354
18;0.005356;-0.025406;-0.994659
19;0.004944;-0.025330;-0.995544
20;0.004562;-0.024567;-0.996292
21;0.004532;-0.024918;-0.994476
22;0.005173;-0.025314;-0.995178
23;0.005188;-0.024506;-0.995728
24;0.004440;-0.024979;-0.994873
25;0.004501;-0.025116;-0.996307
26;0.004333;-0.025131;-0.995987
27;0.004883;-0.024612;-0.995148
28;0.004730;-0.024582;-0.994507
29;0.003860;-0.024323;-0.994919
30;0.005493;-0.024582;-0.994492
31;0.005569;-0.025085;-0.995651
32;0.005112;-0.025986;-0.994720
33;0.004822;-0.024780;-0.995926
34;0.005020;-0.025253;-0.995392
35;0.005249;-0.025620;-0.995560
36;0.003860;-0.024551;-0.994873
37;0.004517;-0.024353;-0.994904
38;0.004974;-0.024719;-0.995575
39;0.004395;-0.024826;-0.995316
40;0.004074;-0.025101;-0.994522
41;0.004684;-0.025497;-0.995102
42;0.004578;-0.025070;-0.995026
43;0.004395;-0.024872;-0.994339
44;0.005035;-0.025528;-0.995453
45;0.003906;-0.025009;-0.995285
46;0.004608;-0.024460;-0.994949
47;0.004730;-0.025818;-0.995178
48;0.004974;-0.025284;-0.994400
49;0.005051;-0.024872;-0.994781
50;0.004486;-0.024902;-0.995285
51;0.005188;-0.024612;-0.994980
52;0.005890;-0.024902;-0.995697
53;0.004791;-0.024811;-0.995148
54;0.004181;-0.025467;-0.995377
55;0.004379;-0.026077;-0.995483
56;0.004517;-0.024582;-0.995605
57;0.004288;-0.024048;-0.995392
58;0.005157;-0.024475;-0.994415
59;0.004486;-0.023743;-0.994827
60;0.005020;-0.025208;-0.994980
61;0.004257;-0.024139;-0.995087
62;0.004059;-0.024872;-0.995132
63;0.004944;-0.025116;-0.995850
64;0.004547;-0.026123;-0.995178
65;0.004700;-0.024750;-0.995407
66;0.004944;-0.023880;-0.995361
67;0.005035;-0.025040;-0.995270
68;0.004623;-0.025497;-0.993881
69;0.004990;-0.024506;-0.995407
70;0.004333;-0.024078;-0.995514
71;0.005005;-0.024734;-0.995560
72;0.004639;-0.025070;-0.995560
73;0.004257;-0.025024;-0.995193
74;0.004669;-0.024979;-0.993896
75;0.004623;-0.024139;-0.994431
76;0.003708;-0.023972;-0.996338
77;0.004105;-0.025818;-0.995438
78;0.004730;-0.024582;-0.995468
79;0.005203;-0.024414;-0.994797
80;0.004837;-0.024521;-0.995499
81;0.004608;-0.024506;-0.995697
82;0.003830;-0.024658;-0.995132
83;0.004913;-0.024216;-0.995270
84;0.004547;-0.025635;-0.995514
85;0.005325;-0.024384;-0.994614
86;0.004776;-0.024704;-0.994949
87;0.005310;-0.024796;-0.995026
88;0.004715;-0.025131;-0.994690
89;0.004272;-0.024750;-0.995773
90;0.004761;-0.024872;-0.995712
91;0.004669;-0.025085;-0.995193
92;0.004822;-0.024902;-0.995285
93;0.004654;-0.024826;-0.995453
94;0.003860;-0.025513;-0.995209
95;0.005157;-0.025040;-0.995514
96;0.004135;-0.025574;-0.994949
97;0.004318;-0.024948;-0.995728
98;0.004547;-0.025909;-0.995132
99;0.004578;-0.024246;-0.994003
100;0.004257;-0.025528;-0.994415
101;0.003799;-0.024734;-0.995773
102;0.004364;-0.024384;-0.995193
103;0.004776;-0.025406;-0.995361
104;0.004623;-0.025192;-0.994370
105;0.004776;-0.025375;-0.994720
106;0.004425;-0.025314;-0.996338
107;0.004318;-0.024582;-0.995056
108;0.004990;-0.024750;-0.994293
109;0.004135;-0.025284;-0.995239
110;0.004440;-0.024490;-0.995316
111;0.004532;-0.024902;-0.995438
112;0.005264;-0.025085;-0.994446
113;0.004303;-0.024139;-0.995789
114;0.004471;-0.025085;-0.994751
115;0.003998;-0.024918;-0.995316
116;0.004868;-0.024918;-0.995117
117;0.004776;-0.024902;-0.995117
118;0.004425;-0.024796;-0.995682
119;0.004456;-0.025085;-0.994873
120;0.003769;-0.025421;-0.994888
121;0.004074;-0.025528;-0.995026
122;0.004639;-0.024887;-0.995758
123;0.004669;-0.026535;-0.995636
124;0.004135;-0.025894;-0.994858
125;0.004318;-0.024368;-0.995560
126;0.004196;-0.023819;-0.993561
127;0.005310;-0.024994;-0.995621
128;0.004898;-0.025467;-0.994858
129;0.005432;-0.024902;-0.995209
130;0.005478;-0.025299;-0.996201
131;0.004730;-0.024887;-0.994446
132;0.003510;-0.024704;-0.994553
133;0.004272;-0.025711;-0.995224
134;0.004898;-0.023865;-0.995850
135;0.004959;-0.025162;-0.995010
136;0.005676;-0.024826;-0.995758
137;0.004761;-0.024994;-0.995407
138;0.005478;-0.024399;-0.995682
139;0.004242;-0.024918;-0.995331
140;0.005432;-0.025345;-0.995621
141;0.004089;-0.025101;-0.995300
142;0.004974;-0.024200;-0.996048
143;0.005005;-0.024948;-0.995392
144;0.004898;-0.024933;-0.996002
145;0.004791;-0.024414;-0.995316
146;0.004105;-0.024643;-0.995987
147;0.004227;-0.024734;-0.995010
148;0.004700;-0.024307;-0.995224
149;0.004532;-0.024551;-0.995392
150;0.004944;-0.024475;-0.995087
151;0.004517;-0.024643;-0.995712
152;0.003983;-0.023575;-0.995468
153;0.003372;-0.024918;-0.994614
154;0.003998;-0.025787;-0.995529
155;0.004501;-0.023727;-0.995193
156;0.004257;-0.024902;-0.995010
157;0.004227;-0.024689;-0.994934
158;0.004715;-0.024887;-0.995438
159;0.004425;-0.024704;-0.994659
160;0.004776;-0.023666;-0.995697
161;0.004242;-0.025116;-0.994690
162;0.003632;-0.025101;-0.995285
163;0.004898;-0.025162;-0.995621
164;0.004852;-0.025055;-0.995483
165;0.004486;-0.025620;-0.995758
166;0.003983;-0.025589;-0.994949
167;0.004593;-0.024933;-0.994293
168;0.003967;-0.024506;-0.995148
169;0.004379;-0.025406;-0.995865
170;0.004303;-0.025360;-0.995117
171;0.003586;-0.025284;-0.994980
172;0.004486;-0.025177;-0.995132
173;0.003983;-0.024750;-0.995468
174;0.004730;-0.025299;-0.994522
175;0.004608;-0.025024;-0.995255
176;0.004227;-0.024811;-0.996231
177;0.003952;-0.024612;-0.994125
178;0.004639;-0.025345;-0.995926
179;0.004440;-0.024643;-0.995331
180;0.004868;-0.024185;-0.995346
181;0.004715;-0.025284;-0.994415
182;0.003922;-0.025604;-0.995285
183;0.000519;-0.023148;-0.972382
184;0.017090;-0.030075;-1.038605
185;0.016739;-0.029755;-1.041916
