"","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS"
"sd(Intercept)",0.922798638521076,1.43883731750267,0.0195548420904056,4.35350248519788,1.00061908663295,7111,7361
"sd(Intercept)",2.04251802162215,0.598022967532746,1.13982797862787,3.47693853594543,1.00014284191737,7564,11514
"sd(Intercept)",0.229269208856027,0.179829398176023,0.00893283661733018,0.665921138788673,1.0001062149526,11436,9641
