index;x;y;z
0;-0.000519;-0.018860;-1.003403
1;-0.000534;-0.019653;-0.991425
2;-0.001465;-0.018723;-0.998672
3;-0.000290;-0.018845;-1.000397
4;-0.000443;-0.018677;-0.993576
5;-0.000580;-0.018173;-0.987427
6;-0.000031;-0.018463;-0.996017
7;-0.001984;-0.019501;-0.995209
8;-0.000900;-0.018875;-0.996887
9;-0.001404;-0.019470;-0.997467
10;-0.001968;-0.019226;-0.993271
11;-0.000717;-0.019119;-0.997391
12;-0.001175;-0.019791;-0.996384
13;-0.000610;-0.019821;-1.000061
14;-0.000641;-0.018799;-0.995224
15;-0.001160;-0.018082;-0.994827
16;-0.001709;-0.019058;-0.995941
17;-0.001389;-0.019363;-0.994766
18;-0.001068;-0.018951;-0.992752
19;-0.000717;-0.019043;-1.002640
20;-0.001541;-0.019638;-0.987061
21;-0.000870;-0.018616;-1.003983
22;-0.001175;-0.019531;-0.989883
23;-0.000076;-0.019012;-0.992371
24;-0.000534;-0.017487;-0.996170
25;0.000687;-0.018829;-0.987228
26;-0.000702;-0.019226;-0.996292
27;-0.000595;-0.019089;-0.990402
28;-0.000671;-0.018280;-0.996643
29;-0.000610;-0.019485;-0.997314
30;-0.000397;-0.019760;-0.995148
31;-0.000854;-0.018417;-1.000061
32;-0.001892;-0.019684;-0.996445
33;-0.000137;-0.019104;-0.997147
34;-0.001846;-0.018600;-0.997925
35;-0.000610;-0.019058;-0.986191
36;-0.001053;-0.018936;-0.996948
37;-0.000793;-0.019272;-0.995972
38;-0.001862;-0.020065;-0.995560
39;-0.000626;-0.018753;-0.999542
40;-0.001297;-0.019058;-0.995667
41;-0.001541;-0.019638;-0.990234
42;-0.000122;-0.018280;-1.000381
43;-0.001389;-0.018600;-0.985321
44;-0.000946;-0.018570;-0.996811
45;-0.000671;-0.018661;-0.995621
46;-0.001862;-0.019653;-1.001358
47;-0.001755;-0.019135;-0.996704
48;-0.001251;-0.019150;-0.998428
49;-0.001404;-0.018524;-0.998184
50;-0.000565;-0.018890;-0.996307
51;-0.000900;-0.019119;-0.990311
52;-0.001831;-0.019440;-0.992661
53;-0.001495;-0.018494;-0.998108
54;-0.001266;-0.019043;-0.999039
55;-0.000839;-0.018829;-0.986847
56;-0.000931;-0.018784;-0.997421
57;-0.001892;-0.018845;-0.990845
58;-0.001083;-0.019867;-0.998795
59;-0.001724;-0.018555;-0.996582
60;-0.001160;-0.019241;-0.986008
61;-0.002075;-0.018768;-0.996201
62;-0.000198;-0.019012;-0.995132
63;-0.001297;-0.019043;-0.996780
64;-0.000916;-0.019516;-0.992783
65;-0.000076;-0.019135;-0.993713
66;0.000565;-0.018478;-0.991623
67;-0.001389;-0.018433;-0.991150
68;-0.000671;-0.018539;-0.996399
69;-0.001221;-0.017731;-0.994705
70;-0.001907;-0.018692;-1.002701
71;-0.000702;-0.019012;-0.987274
72;-0.001175;-0.020050;-0.997452
73;-0.001480;-0.019089;-0.996231
74;0.000000;-0.019485;-0.993027
75;-0.001068;-0.019241;-0.996918
76;-0.001251;-0.019516;-0.994278
77;-0.000336;-0.019287;-0.996658
78;-0.001526;-0.019150;-0.991867
79;-0.000336;-0.018936;-0.998230
80;-0.000290;-0.018890;-0.993958
81;-0.000854;-0.019058;-0.998672
82;-0.001068;-0.018768;-0.992538
83;-0.000946;-0.018982;-0.996078
84;-0.001770;-0.018631;-0.995407
85;-0.000214;-0.019958;-1.001602
86;-0.001053;-0.018982;-0.992691
87;-0.000305;-0.019348;-1.000137
88;-0.000519;-0.019012;-0.995453
89;0.000244;-0.019302;-0.993866
90;-0.001526;-0.018539;-0.990692
91;0.000122;-0.018509;-1.002457
92;-0.002029;-0.019806;-0.990082
93;0.000595;-0.019043;-1.002563
94;-0.002472;-0.020401;-0.987762
95;-0.000351;-0.019241;-0.999237
96;-0.001572;-0.019302;-0.991989
97;-0.001724;-0.020187;-0.994431
98;-0.001282;-0.019196;-1.000320
99;0.000000;-0.019394;-0.993088
100;-0.001526;-0.019196;-0.992416
101;-0.000946;-0.017975;-0.995285
102;-0.000443;-0.020279;-0.994568
103;-0.001434;-0.018692;-0.999741
104;-0.000946;-0.018417;-0.985168
105;-0.000061;-0.019806;-0.997345
106;-0.000336;-0.019669;-0.986389
107;-0.001068;-0.018890;-1.002197
108;-0.001205;-0.019547;-0.990509
109;-0.001022;-0.019577;-0.997299
110;-0.000595;-0.019547;-0.994385
111;-0.001312;-0.018402;-1.001251
112;-0.001144;-0.018890;-0.994492
113;-0.000793;-0.018906;-0.994690
114;-0.000778;-0.018631;-0.994751
115;-0.001495;-0.018600;-0.991074
116;-0.000473;-0.019211;-0.999115
117;-0.000809;-0.019180;-0.997879
118;-0.001160;-0.018692;-0.994690
119;-0.001556;-0.018875;-0.994904
120;-0.000183;-0.019302;-0.992081
121;-0.000290;-0.019073;-0.999557
122;-0.001373;-0.019485;-0.992462
123;-0.002426;-0.019226;-0.992889
124;-0.000702;-0.020126;-0.993912
125;-0.001297;-0.020187;-0.997833
126;-0.001846;-0.019577;-0.998230
127;-0.002197;-0.018860;-0.993362
128;-0.001770;-0.019485;-0.995560
129;-0.000381;-0.019745;-1.000076
130;-0.000610;-0.018433;-0.988129
131;-0.001663;-0.018616;-0.996445
132;-0.001678;-0.019028;-0.989700
133;-0.001190;-0.019440;-0.999344
134;-0.001587;-0.020157;-0.996078
135;-0.000397;-0.019516;-0.998199
136;-0.000763;-0.020233;-0.988098
137;-0.001526;-0.020355;-1.000351
138;-0.000580;-0.018814;-0.999496
139;-0.001862;-0.019028;-0.991852
140;-0.000366;-0.018387;-1.003433
141;-0.001816;-0.019135;-0.990067
142;-0.001068;-0.019073;-1.001129
143;-0.000244;-0.018875;-0.990189
144;-0.000595;-0.018814;-1.000809
145;-0.002731;-0.020172;-0.989761
146;-0.000137;-0.018921;-1.001068
147;-0.000824;-0.019943;-0.992981
148;-0.001419;-0.019165;-0.994034
149;-0.001022;-0.019379;-0.994965
150;-0.001663;-0.019028;-1.000931
151;-0.001129;-0.018738;-0.996048
152;-0.002014;-0.019226;-0.994049
153;-0.000656;-0.020065;-0.995041
154;0.000076;-0.020111;-1.000458
155;-0.001862;-0.019257;-0.998779
156;-0.000366;-0.018219;-0.991409
157;-0.001572;-0.018738;-0.993454
158;-0.001480;-0.018814;-0.995651
159;-0.002502;-0.017929;-0.995865
160;-0.000931;-0.018463;-0.994980
161;-0.000519;-0.019409;-0.993362
162;-0.001801;-0.019409;-0.991486
163;-0.001022;-0.019608;-0.999680
164;-0.000381;-0.019104;-0.999405
165;-0.001389;-0.019150;-0.991577
166;-0.002197;-0.019531;-0.997299
167;0.000732;-0.019440;-0.993011
168;-0.001694;-0.019394;-0.995407
169;-0.001663;-0.019684;-0.995026
170;-0.002075;-0.018921;-0.999069
171;-0.000595;-0.019348;-0.992950
172;-0.001526;-0.018738;-0.998459
173;-0.001785;-0.019653;-0.992401
174;-0.001495;-0.019165;-0.999023
175;-0.001389;-0.019394;-0.992935
176;-0.000427;-0.019272;-0.996414
177;-0.001022;-0.019730;-0.993073
178;-0.001450;-0.018921;-0.996109
179;-0.001190;-0.018738;-0.991684
180;-0.000397;-0.019455;-0.998917
181;-0.001984;-0.018951;-0.988113
182;-0.000763;-0.019257;-1.004440
183;-0.001907;-0.019379;-0.991974
