index;x;y;z
0;0.006943;-0.024460;-1.042465
1;0.003510;-0.022491;-1.023026
2;-0.000870;-0.020782;-1.000763
3;-0.002090;-0.019363;-0.995865
4;-0.002365;-0.019943;-0.995270
5;-0.002213;-0.019562;-0.994507
6;-0.002274;-0.019760;-0.995255
7;-0.002075;-0.019531;-0.995483
8;-0.001801;-0.019653;-0.994049
9;-0.002106;-0.020660;-0.996399
10;-0.003036;-0.020111;-0.994827
11;-0.002640;-0.019821;-0.994293
12;-0.002518;-0.019775;-0.995285
13;-0.002914;-0.020599;-0.994522
14;-0.002411;-0.019775;-0.995651
15;-0.002640;-0.019623;-0.994980
16;-0.002579;-0.020050;-0.996307
17;-0.001755;-0.021286;-0.995621
18;-0.002106;-0.019638;-0.994446
19;-0.002686;-0.020218;-0.994507
20;-0.002609;-0.020187;-0.995026
21;-0.001541;-0.019638;-0.993973
22;-0.002533;-0.020218;-0.995041
23;-0.002457;-0.019806;-0.995224
24;-0.002487;-0.020020;-0.994278
25;-0.003021;-0.020233;-0.994736
26;-0.002014;-0.020142;-0.995682
27;-0.002106;-0.019135;-0.995575
28;-0.001144;-0.019531;-0.994873
29;-0.001938;-0.019852;-0.994019
30;-0.002213;-0.020630;-0.994980
31;-0.002502;-0.020126;-0.994308
32;-0.002243;-0.020706;-0.996689
33;-0.002609;-0.019409;-0.995514
34;-0.002167;-0.020355;-0.995865
35;-0.002121;-0.019547;-0.994370
36;-0.001389;-0.018875;-0.994263
37;-0.002274;-0.019485;-0.995209
38;-0.001617;-0.019745;-0.995132
39;-0.002243;-0.020142;-0.994415
40;-0.002686;-0.019348;-0.995285
41;-0.002350;-0.019287;-0.994141
42;-0.001770;-0.018677;-0.996063
43;-0.001755;-0.019623;-0.995422
44;-0.002319;-0.019928;-0.995514
45;-0.002701;-0.019867;-0.994812
46;-0.001434;-0.019241;-0.995377
47;-0.002151;-0.019836;-0.995483
48;-0.001373;-0.020111;-0.995590
49;-0.001541;-0.019058;-0.995407
50;-0.001953;-0.020462;-0.994156
51;-0.002380;-0.020172;-0.995422
52;-0.002380;-0.019470;-0.995224
53;-0.001724;-0.019150;-0.996201
54;-0.002884;-0.020615;-0.996094
55;-0.002014;-0.020248;-0.994492
56;-0.002029;-0.020096;-0.994843
57;-0.002609;-0.020020;-0.995224
58;-0.001633;-0.019424;-0.995193
59;-0.002106;-0.020157;-0.996841
60;-0.003281;-0.020096;-0.994766
61;-0.002182;-0.020493;-0.995911
62;-0.001953;-0.020386;-0.995438
63;-0.002014;-0.019165;-0.995728
64;-0.002472;-0.019699;-0.995972
65;-0.002563;-0.019730;-0.994904
66;-0.002197;-0.020126;-0.995438
67;-0.002747;-0.018890;-0.995895
68;-0.002151;-0.019928;-0.995590
