index;x;y;z
0;-0.001801;-0.018311;-0.995483
1;-0.001678;-0.018845;-0.994965
2;-0.001450;-0.018845;-0.995270
3;-0.001160;-0.019516;-0.994614
4;-0.001831;-0.018250;-0.995590
5;-0.002060;-0.018066;-0.994202
6;-0.002228;-0.018875;-0.995972
7;-0.002716;-0.018982;-0.995331
8;-0.001633;-0.018753;-0.995728
9;-0.002457;-0.018921;-0.995865
10;-0.002258;-0.018143;-0.995987
11;-0.002213;-0.018814;-0.995148
12;-0.001892;-0.019379;-0.995544
13;-0.001114;-0.019043;-0.996109
14;-0.001709;-0.018784;-0.995010
15;-0.001724;-0.019196;-0.994858
16;-0.001572;-0.018082;-0.994705
17;-0.001831;-0.019135;-0.995544
18;-0.002106;-0.018646;-0.995834
19;-0.002029;-0.018616;-0.995621
20;-0.002472;-0.019135;-0.995361
21;-0.001236;-0.019897;-0.995712
22;-0.001907;-0.019730;-0.995499
23;-0.002060;-0.019196;-0.995529
24;-0.001495;-0.018448;-0.996155
25;-0.000793;-0.019531;-0.994003
26;-0.001816;-0.018906;-0.994858
27;-0.001938;-0.018967;-0.994568
28;-0.001480;-0.019363;-0.995010
29;-0.001602;-0.019653;-0.996429
30;-0.000870;-0.018295;-0.994583
31;-0.001236;-0.018768;-0.996567
32;-0.002350;-0.018921;-0.995148
33;-0.001526;-0.018768;-0.995361
34;-0.001465;-0.017838;-0.995407
35;-0.001907;-0.019119;-0.995819
36;-0.001373;-0.018951;-0.994827
37;-0.000992;-0.019394;-0.995346
38;-0.002487;-0.019562;-0.995453
39;-0.002319;-0.018524;-0.995789
40;-0.001541;-0.018692;-0.994843
41;-0.002075;-0.019516;-0.995926
42;-0.001480;-0.018600;-0.994843
43;-0.000977;-0.018097;-0.996567
44;-0.002243;-0.018539;-0.995285
45;-0.002365;-0.018295;-0.995056
46;-0.001236;-0.019272;-0.995605
47;-0.001282;-0.019455;-0.995407
48;-0.001694;-0.018356;-0.995010
49;-0.002060;-0.018219;-0.995453
50;-0.001144;-0.018387;-0.994354
51;-0.002213;-0.018326;-0.995758
52;-0.001205;-0.018967;-0.994812
53;-0.001099;-0.018661;-0.995117
54;-0.001694;-0.018646;-0.994858
55;-0.001358;-0.018784;-0.995026
56;-0.001541;-0.018417;-0.995972
57;-0.001007;-0.018646;-0.993423
58;-0.001526;-0.018661;-0.995392
59;-0.001282;-0.018890;-0.995209
60;-0.000732;-0.017975;-0.995010
61;-0.001099;-0.019333;-0.996033
62;-0.001923;-0.019501;-0.995148
63;-0.001144;-0.018845;-0.994217
64;-0.000641;-0.019211;-0.994965
65;-0.001831;-0.019104;-0.995636
66;-0.001511;-0.018387;-0.994705
67;-0.001450;-0.019424;-0.995544
68;-0.002060;-0.018021;-0.995422
69;-0.001495;-0.018997;-0.995148
70;-0.002090;-0.019135;-0.994965
71;-0.001556;-0.018387;-0.994980
72;-0.001862;-0.019516;-0.994934
73;-0.002350;-0.018631;-0.995316
74;-0.002151;-0.019531;-0.995285
75;-0.001984;-0.018539;-0.995377
76;-0.001770;-0.018021;-0.994217
77;-0.001129;-0.018112;-0.995483
78;-0.001312;-0.018311;-0.995010
79;-0.001740;-0.018631;-0.995148
80;-0.001266;-0.018417;-0.995056
81;-0.001617;-0.018555;-0.994507
82;-0.001892;-0.018936;-0.995926
83;-0.001465;-0.018936;-0.994003
84;-0.002213;-0.018555;-0.995285
85;-0.001892;-0.019089;-0.994232
86;-0.002167;-0.019028;-0.996368
87;-0.001099;-0.018921;-0.994629
88;-0.002365;-0.019638;-0.996353
89;-0.001038;-0.019012;-0.995956
90;-0.001358;-0.019119;-0.995407
91;-0.002365;-0.018188;-0.994751
92;-0.001343;-0.019424;-0.995132
93;-0.001709;-0.019394;-0.994339
94;-0.001465;-0.019516;-0.994476
95;-0.001205;-0.018326;-0.994492
96;-0.001953;-0.019089;-0.995728
97;-0.002563;-0.019058;-0.994568
98;-0.001129;-0.018524;-0.994919
99;-0.002304;-0.017944;-0.995102
100;-0.002029;-0.019409;-0.995026
101;-0.001602;-0.018707;-0.996490
102;-0.001633;-0.019089;-0.993713
103;-0.001755;-0.019379;-0.995483
104;-0.001358;-0.019241;-0.996384
105;-0.001633;-0.019424;-0.995728
106;-0.001205;-0.018188;-0.994736
107;-0.001434;-0.019394;-0.994949
108;-0.001633;-0.018433;-0.994659
109;-0.002014;-0.019424;-0.995514
110;-0.001266;-0.018356;-0.994736
111;-0.002014;-0.019409;-0.995071
112;-0.001907;-0.019577;-0.994522
113;-0.001755;-0.018051;-0.994553
114;-0.002457;-0.018890;-0.994736
115;-0.000992;-0.018524;-0.994858
116;-0.001495;-0.018356;-0.994476
117;-0.001480;-0.018143;-0.995529
118;-0.002228;-0.018890;-0.996292
119;-0.002106;-0.018829;-0.995621
120;-0.001724;-0.019180;-0.994812
121;-0.002625;-0.019241;-0.994644
122;-0.001770;-0.019272;-0.994949
123;-0.001266;-0.018921;-0.994797
124;-0.001434;-0.018402;-0.994385
125;-0.001923;-0.018890;-0.994659
126;-0.001251;-0.018707;-0.995132
127;-0.001556;-0.019348;-0.993652
128;-0.001450;-0.019485;-0.994415
129;-0.001282;-0.019745;-0.995255
130;-0.000854;-0.018051;-0.996140
131;-0.001801;-0.018890;-0.994690
132;-0.001083;-0.018387;-0.995087
133;-0.001465;-0.018173;-0.995911
134;-0.001297;-0.018967;-0.995834
135;-0.001724;-0.018219;-0.994995
136;-0.001587;-0.018250;-0.996155
137;-0.001785;-0.019211;-0.995285
138;-0.001587;-0.017609;-0.996262
139;-0.001953;-0.019180;-0.994797
140;-0.001465;-0.019150;-0.996353
141;-0.002151;-0.019501;-0.995270
