index;x;y;z
0;0.003693;-0.022400;-0.994583
1;0.004822;-0.023193;-0.994858
2;0.003738;-0.022110;-0.995438
3;0.004257;-0.022263;-0.995590
4;0.004028;-0.021912;-0.995529
5;0.004852;-0.022598;-0.996140
6;0.004044;-0.022003;-0.995804
7;0.005066;-0.022232;-0.995544
8;0.004364;-0.022598;-0.995697
9;0.003906;-0.022263;-0.995041
10;0.004044;-0.022812;-0.995972
11;0.003662;-0.022507;-0.994980
12;0.004288;-0.022446;-0.994888
13;0.004211;-0.022980;-0.996140
14;0.003738;-0.023376;-0.996445
15;0.004318;-0.021744;-0.995514
16;0.005112;-0.021759;-0.995895
17;0.004318;-0.022385;-0.994781
18;0.003998;-0.023209;-0.995285
19;0.003098;-0.022339;-0.995667
20;0.004623;-0.022385;-0.995926
21;0.004868;-0.022827;-0.995529
22;0.004395;-0.022766;-0.995102
23;0.004517;-0.022644;-0.995453
24;0.004471;-0.021835;-0.995087
25;0.004684;-0.022888;-0.995316
26;0.004410;-0.022354;-0.995392
27;0.003586;-0.022568;-0.994019
28;0.004807;-0.021851;-0.995407
29;0.004501;-0.022064;-0.995544
30;0.003998;-0.021545;-0.995346
31;0.003616;-0.022781;-0.996399
32;0.004684;-0.021896;-0.995102
33;0.004593;-0.021484;-0.995163
34;0.003860;-0.022446;-0.996368
35;0.004562;-0.022476;-0.995407
36;0.003906;-0.022400;-0.994827
37;0.004227;-0.022476;-0.995224
38;0.003784;-0.021805;-0.995926
39;0.004715;-0.021515;-0.997437
40;0.003616;-0.022354;-0.995285
41;0.004883;-0.022629;-0.995438
42;0.004639;-0.022446;-0.995316
43;0.005051;-0.022568;-0.995346
44;0.005096;-0.022278;-0.996506
45;0.003983;-0.021973;-0.994949
46;0.004074;-0.022232;-0.995316
47;0.004364;-0.021667;-0.994461
48;0.003937;-0.022522;-0.996552
49;0.004761;-0.022766;-0.994797
50;0.004379;-0.021271;-0.995636
51;0.004745;-0.021805;-0.994049
52;0.004318;-0.021851;-0.995285
53;0.004303;-0.022446;-0.994629
54;0.003891;-0.022446;-0.996109
55;0.003967;-0.022858;-0.994781
56;0.003647;-0.022598;-0.994934
57;0.004166;-0.022369;-0.995178
58;0.004456;-0.022385;-0.995392
59;0.004166;-0.022018;-0.996185
60;0.004654;-0.022232;-0.995346
61;0.004059;-0.022064;-0.996033
62;0.004013;-0.023407;-0.994934
63;0.003815;-0.022263;-0.995575
64;0.004456;-0.022522;-0.995483
65;0.004074;-0.022202;-0.995697
66;0.003342;-0.022263;-0.995605
67;0.004745;-0.022217;-0.995193
68;0.004440;-0.022690;-0.996170
69;0.004410;-0.021652;-0.995667
