index;x;y;z
0;-0.002625;-0.016968;-0.992828
1;-0.003754;-0.016769;-0.995804
2;-0.004410;-0.017471;-0.994980
3;-0.003922;-0.016052;-0.999710
4;-0.003403;-0.017639;-0.996994
5;-0.003357;-0.016052;-0.989182
6;-0.003159;-0.015884;-0.991547
7;-0.004181;-0.016479;-0.989822
8;-0.002563;-0.016144;-0.992859
9;-0.003479;-0.016357;-0.994186
10;-0.003387;-0.017029;-0.999084
11;-0.003250;-0.016876;-0.995300
12;-0.003830;-0.017227;-1.001434
13;-0.003906;-0.016693;-1.003403
14;-0.005325;-0.018326;-1.003082
15;-0.003342;-0.016296;-0.985397
16;-0.003754;-0.015762;-0.989227
17;-0.003387;-0.016418;-0.998795
18;-0.003555;-0.016327;-0.995132
19;-0.003998;-0.017242;-0.998611
20;-0.003403;-0.016190;-0.991074
21;-0.002884;-0.017181;-0.991425
22;-0.004013;-0.016479;-0.988144
23;-0.003922;-0.017014;-0.992371
24;-0.003937;-0.017319;-0.996323
25;-0.003876;-0.017212;-0.997086
26;-0.003220;-0.017227;-1.002502
27;-0.003433;-0.016541;-0.996719
28;-0.002808;-0.017746;-0.995972
29;-0.004028;-0.017120;-1.002060
30;-0.004822;-0.017090;-0.999359
31;-0.003510;-0.016769;-0.994553
32;-0.004211;-0.017212;-0.994049
33;-0.002823;-0.017349;-0.987701
34;-0.002808;-0.016312;-0.990341
35;-0.003143;-0.016861;-0.991348
36;-0.004028;-0.017197;-0.995956
37;-0.003494;-0.016876;-0.993958
38;-0.003952;-0.016373;-0.991928
39;-0.003952;-0.017715;-1.000900
40;-0.003937;-0.016968;-1.002426
41;-0.004578;-0.016373;-0.994537
42;-0.003494;-0.017258;-0.987717
43;-0.003510;-0.017105;-0.993408
44;-0.003067;-0.017120;-0.998596
45;-0.003586;-0.015915;-0.992981
46;-0.004288;-0.017532;-0.997803
47;-0.002869;-0.017334;-0.999039
48;-0.003265;-0.016251;-0.998642
49;-0.003433;-0.016052;-0.990128
50;-0.003433;-0.015625;-0.992508
51;-0.003372;-0.016495;-0.990158
52;-0.003662;-0.017487;-0.995178
53;-0.003876;-0.016953;-0.997101
54;-0.004059;-0.016876;-0.992249
55;-0.002914;-0.017181;-0.989365
56;-0.003128;-0.017212;-0.992676
57;-0.004501;-0.016815;-0.992203
58;-0.003693;-0.016769;-0.995285
59;-0.004486;-0.016586;-0.993698
60;-0.002960;-0.016815;-0.991669
61;-0.003601;-0.016357;-0.991592
62;-0.003845;-0.017456;-0.999298
63;-0.002914;-0.016724;-1.001999
64;-0.003616;-0.017456;-0.998566
65;-0.002762;-0.016739;-0.992096
66;-0.003204;-0.016144;-0.994431
67;-0.003387;-0.016022;-0.987656
68;-0.003525;-0.017151;-1.001648
69;-0.004257;-0.016205;-0.998672
70;-0.003067;-0.016891;-0.994080
71;-0.004257;-0.016388;-1.002441
72;-0.004074;-0.017258;-0.987564
73;-0.002884;-0.017075;-0.997223
74;-0.004364;-0.017258;-1.000229
75;-0.003311;-0.016556;-0.994858
76;-0.003738;-0.016144;-0.999924
77;-0.004852;-0.017471;-1.000610
78;-0.003723;-0.016769;-0.995575
79;-0.002731;-0.016663;-0.994324
80;-0.003510;-0.016205;-0.990555
81;-0.003677;-0.017838;-0.993973
82;-0.003174;-0.014969;-0.995209
83;-0.003754;-0.016861;-0.994385
84;-0.003601;-0.017609;-0.990555
85;-0.002548;-0.016617;-0.995438
86;-0.003784;-0.017059;-0.989594
87;-0.002930;-0.016266;-0.988754
88;-0.003845;-0.016220;-0.997391
89;-0.004028;-0.017029;-0.997879
90;-0.003326;-0.017319;-0.990372
91;-0.003128;-0.017715;-0.989380
92;-0.003983;-0.017731;-0.994064
93;-0.003235;-0.016830;-0.993454
94;-0.003922;-0.016617;-0.990799
95;-0.003433;-0.015793;-0.989029
96;-0.004044;-0.017059;-0.998260
97;-0.003754;-0.016449;-0.999832
98;-0.003555;-0.016800;-0.995514
99;-0.003494;-0.015579;-0.994415
100;-0.002884;-0.015839;-0.989365
101;-0.003860;-0.016724;-1.001801
102;-0.004120;-0.017334;-0.993835
103;-0.004105;-0.017365;-1.000961
104;-0.004135;-0.016693;-1.000732
105;-0.003723;-0.016998;-0.998886
106;-0.004532;-0.016144;-0.997391
107;-0.004410;-0.016937;-1.003006
108;-0.003723;-0.017136;-0.992447
109;-0.004608;-0.016281;-0.996429
110;-0.003952;-0.016663;-0.998840
111;-0.003616;-0.016281;-0.994965
112;-0.003159;-0.016098;-0.988174
113;-0.003815;-0.016113;-0.990555
114;-0.002731;-0.017029;-0.998215
115;-0.004089;-0.017105;-0.996857
116;-0.002304;-0.016968;-0.991226
117;-0.002274;-0.016830;-0.996124
118;-0.003693;-0.016602;-0.993683
119;-0.003052;-0.016571;-1.000412
120;-0.004364;-0.016479;-0.997208
121;-0.004211;-0.017258;-0.999695
122;-0.003784;-0.017014;-0.997375
123;-0.003937;-0.016083;-0.999084
124;-0.003784;-0.017502;-0.993744
125;-0.003250;-0.016068;-0.996872
126;-0.004227;-0.016327;-0.995972
127;-0.002930;-0.017166;-0.993591
128;-0.003159;-0.016785;-0.996262
129;-0.004166;-0.016647;-0.992020
130;-0.003433;-0.018311;-0.996857
131;-0.002945;-0.016296;-0.992706
132;-0.003296;-0.017746;-0.990631
133;-0.004288;-0.017197;-0.991821
134;-0.003571;-0.017731;-0.995575
135;-0.003403;-0.016586;-0.992004
136;-0.003479;-0.016754;-0.992508
137;-0.004257;-0.017120;-0.997894
138;-0.004822;-0.016647;-1.006378
139;-0.003418;-0.016708;-0.996002
140;-0.004883;-0.017624;-0.995514
141;-0.002930;-0.016464;-0.988785
142;-0.004150;-0.016998;-0.995117
143;-0.003006;-0.017197;-0.999023
144;-0.003403;-0.016159;-0.995728
145;-0.003296;-0.015823;-0.994156
146;-0.003571;-0.017136;-0.994461
147;-0.004257;-0.017609;-0.997772
148;-0.002930;-0.016068;-0.990097
149;-0.002701;-0.017822;-0.993759
150;-0.003296;-0.015686;-0.993698
151;-0.003998;-0.017288;-0.994980
152;-0.004135;-0.016922;-0.997971
153;-0.003891;-0.016632;-0.994934
154;-0.003555;-0.017197;-0.999222
155;-0.003815;-0.017105;-0.994217
156;-0.003281;-0.016754;-0.998917
157;-0.004074;-0.017044;-0.998184
158;-0.003891;-0.016373;-0.993546
159;-0.004059;-0.017166;-0.997192
160;-0.003708;-0.015808;-1.005005
161;-0.004562;-0.016891;-0.996841
162;-0.003555;-0.016678;-0.996262
163;-0.004379;-0.016663;-0.998474
164;-0.003830;-0.016800;-0.997009
165;-0.002777;-0.018021;-0.989578
166;-0.003357;-0.017426;-0.996338
167;-0.003098;-0.016479;-0.990646
168;-0.002686;-0.016937;-0.995636
169;-0.003021;-0.016907;-0.994736
170;-0.003769;-0.016449;-0.998505
171;-0.003616;-0.015976;-0.992203
172;-0.004227;-0.017059;-0.992615
173;-0.003479;-0.016922;-1.000351
174;-0.003555;-0.017441;-0.988434
175;-0.002930;-0.017151;-1.000473
176;-0.004547;-0.017776;-1.003189
177;-0.003067;-0.016556;-0.992050
178;-0.002563;-0.017517;-0.988708
179;-0.003540;-0.017181;-0.994751
180;-0.003708;-0.017029;-0.997437
181;-0.003784;-0.017853;-0.995377
182;-0.003754;-0.016602;-0.990616
183;-0.003967;-0.017242;-0.992554
184;-0.003159;-0.017014;-0.989105
185;-0.003540;-0.017120;-0.996750
186;-0.003998;-0.016937;-0.998947
187;-0.003937;-0.017075;-1.000534
188;-0.004196;-0.016800;-1.000610
189;-0.004074;-0.016373;-0.991821
190;-0.003540;-0.017136;-0.991531
191;-0.002991;-0.016769;-0.992920
192;-0.004105;-0.016006;-1.002625
193;-0.003693;-0.017563;-0.997757
194;-0.003937;-0.016098;-0.998947
195;-0.002625;-0.017456;-0.992584
196;-0.003143;-0.017944;-0.992691
197;-0.003433;-0.017303;-0.996460
198;-0.002991;-0.016922;-0.992157
199;-0.002335;-0.017746;-0.992508
200;-0.003616;-0.017563;-0.990036
201;-0.003067;-0.016403;-0.995300
202;-0.004044;-0.017212;-0.990387
203;-0.003754;-0.016571;-0.999390
204;-0.003601;-0.016418;-0.988449
205;-0.004227;-0.018127;-1.001373
206;-0.003357;-0.016953;-1.002335
207;-0.004303;-0.017105;-0.990311
208;-0.003784;-0.016281;-0.991531
209;-0.002884;-0.017731;-0.991699
210;-0.003265;-0.017487;-0.992538
211;-0.004013;-0.017090;-1.000351
212;-0.003372;-0.017120;-0.991119
213;-0.003448;-0.016815;-0.994400
214;-0.003494;-0.017120;-0.996216
