index;x;y;z
0;0.005585;-0.023209;-0.995758
1;0.005997;-0.023804;-0.994324
2;0.006531;-0.023743;-0.994888
3;0.005402;-0.022293;-0.995758
4;0.006302;-0.023880;-0.996063
5;0.006226;-0.023239;-0.995331
6;0.004913;-0.022873;-0.995651
7;0.005661;-0.022308;-0.995468
8;0.005936;-0.023575;-0.995438
9;0.006821;-0.023102;-0.994675
10;0.005463;-0.023727;-0.995285
11;0.005600;-0.022293;-0.995453
12;0.006577;-0.022705;-0.996323
13;0.005722;-0.022964;-0.994232
14;0.004532;-0.022614;-0.996582
15;0.005066;-0.023453;-0.995682
16;0.005127;-0.023254;-0.996857
17;0.005280;-0.022934;-0.994720
18;0.005585;-0.022415;-0.996506
19;0.006470;-0.023438;-0.995178
20;0.006454;-0.022278;-0.994537
21;0.005737;-0.023331;-0.995407
22;0.006241;-0.022903;-0.996140
23;0.005966;-0.022614;-0.995316
24;0.005127;-0.022751;-0.996521
25;0.006378;-0.022766;-0.995758
26;0.005875;-0.022171;-0.996597
27;0.005936;-0.022507;-0.994888
28;0.006165;-0.022827;-0.997070
29;0.005707;-0.022629;-0.995987
30;0.004684;-0.022781;-0.995331
31;0.005478;-0.022797;-0.995483
32;0.005707;-0.022934;-0.996170
33;0.005692;-0.022781;-0.995636
34;0.005798;-0.022476;-0.994843
35;0.006210;-0.023285;-0.994736
36;0.005478;-0.023468;-0.994995
37;0.005814;-0.022736;-0.997635
38;0.006470;-0.023163;-0.996948
39;0.006668;-0.023132;-0.996750
40;0.005371;-0.022568;-0.995056
41;0.005096;-0.023178;-0.995636
42;0.004730;-0.023483;-0.995911
43;0.005585;-0.022644;-0.996902
44;0.005630;-0.024078;-0.995514
45;0.006287;-0.023575;-0.996902
46;0.006058;-0.022629;-0.995605
47;0.005630;-0.023041;-0.994827
48;0.005630;-0.023560;-0.994629
49;0.006104;-0.023895;-0.995728
50;0.004684;-0.023239;-0.996246
51;0.005829;-0.022781;-0.994827
52;0.005386;-0.021973;-0.996445
53;0.005524;-0.022873;-0.996460
54;0.005447;-0.023224;-0.995361
55;0.004974;-0.022934;-0.995377
56;0.005173;-0.023743;-0.996353
57;0.005325;-0.022797;-0.995758
58;0.006180;-0.023193;-0.996140
59;0.005463;-0.024338;-0.996307
60;0.005630;-0.022675;-0.994873
61;0.005920;-0.022842;-0.995300
62;0.006378;-0.023285;-0.996399
63;0.005463;-0.023758;-0.996368
64;0.006653;-0.023193;-0.995728
65;0.005234;-0.024414;-0.994370
66;0.006638;-0.023102;-0.995773
67;0.005295;-0.022720;-0.996658
68;0.005524;-0.022903;-0.995163
69;0.005569;-0.023972;-0.996048
70;0.005997;-0.022400;-0.995422
71;0.005936;-0.022675;-0.994507
72;0.005432;-0.023453;-0.994598
73;0.005814;-0.023148;-0.996155
74;0.005661;-0.023499;-0.994873
75;0.006516;-0.024170;-0.996597
76;0.005722;-0.023178;-0.997452
77;0.005798;-0.023422;-0.995300
78;0.006149;-0.023468;-0.995605
79;0.004776;-0.021927;-0.995346
80;0.005798;-0.022171;-0.997070
81;0.006348;-0.022324;-0.995956
82;0.005539;-0.022705;-0.995026
83;0.006485;-0.022842;-0.996597
84;0.005646;-0.022308;-0.996338
85;0.006165;-0.022522;-0.996414
86;0.005676;-0.023193;-0.995499
87;0.005753;-0.022552;-0.996841
88;0.005081;-0.023361;-0.995667
89;0.004929;-0.023315;-0.995010
90;0.005951;-0.022522;-0.995041
91;0.005936;-0.023392;-0.995804
92;0.005707;-0.023010;-0.995834
93;0.005707;-0.023285;-0.995605
94;0.005493;-0.022766;-0.995361
95;0.005600;-0.024918;-0.995193
96;0.005493;-0.022919;-0.996353
97;0.004990;-0.021851;-0.995041
98;0.006348;-0.022980;-0.995773
99;0.005493;-0.022095;-0.995911
100;0.005661;-0.022751;-0.996780
101;0.006622;-0.023560;-0.995621
102;0.005707;-0.022842;-0.995224
103;0.005615;-0.022949;-0.995605
104;0.005554;-0.023071;-0.996613
105;0.005493;-0.021866;-0.995117
106;0.006226;-0.023178;-0.996033
107;0.005066;-0.022888;-0.994507
108;0.005859;-0.023132;-0.995758
109;0.005615;-0.024048;-0.995102
110;0.005753;-0.023224;-0.994965
111;0.006119;-0.022980;-0.994522
112;0.005264;-0.022476;-0.995758
113;0.005707;-0.022980;-0.996262
114;0.005585;-0.022736;-0.994583
115;0.006119;-0.023575;-0.995026
116;0.005936;-0.022919;-0.995865
117;0.005417;-0.023300;-0.996216
118;0.006241;-0.023392;-0.997147
119;0.005737;-0.023270;-0.995773
120;0.005020;-0.023026;-0.996201
121;0.005875;-0.022751;-0.995560
122;0.005188;-0.022446;-0.996216
123;0.005478;-0.022995;-0.994202
124;0.005478;-0.023071;-0.994217
125;0.005783;-0.023773;-0.996490
126;0.006180;-0.022491;-0.996033
127;0.005890;-0.022522;-0.995605
128;0.005844;-0.023407;-0.995728
129;0.005966;-0.022430;-0.995453
130;0.005569;-0.023499;-0.996323
131;0.006210;-0.022186;-0.996429
132;0.005585;-0.023041;-0.996185
133;0.006073;-0.023422;-0.995392
134;0.005585;-0.022934;-0.997452
135;0.005966;-0.023560;-0.995880
136;0.005753;-0.023026;-0.995605
137;0.006271;-0.023804;-0.995087
138;0.005325;-0.023361;-0.994064
139;0.005859;-0.022873;-0.995453
140;0.005554;-0.023544;-0.994965
141;0.005371;-0.022781;-0.995331
142;0.005768;-0.022339;-0.996658
143;0.005966;-0.022461;-0.996109
144;0.005814;-0.023132;-0.995819
145;0.006180;-0.023346;-0.995987
146;0.006317;-0.022751;-0.995697
147;0.005630;-0.023010;-0.995102
148;0.005493;-0.023849;-0.995544
