index;x;y;z
0;-0.003998;-0.015442;-1.005325
1;-0.005981;-0.015488;-0.992142
2;-0.005829;-0.016129;-0.992157
3;-0.004395;-0.014313;-0.997910
4;-0.005173;-0.015244;-0.998444
5;-0.004715;-0.015610;-0.998611
6;-0.004898;-0.014389;-0.998199
7;-0.005737;-0.015717;-0.994965
8;-0.005432;-0.014664;-1.001984
9;-0.004730;-0.015289;-0.996872
10;-0.006363;-0.015060;-0.995102
11;-0.004517;-0.014832;-0.993530
12;-0.006561;-0.015625;-0.994720
13;-0.004745;-0.014145;-0.995407
14;-0.005417;-0.015121;-0.996246
15;-0.005829;-0.016037;-0.992081
16;-0.005066;-0.014755;-0.999008
17;-0.006241;-0.015305;-0.999222
18;-0.004059;-0.014847;-0.998825
19;-0.006470;-0.015778;-0.992126
20;-0.005005;-0.015244;-1.004120
21;-0.004990;-0.015121;-0.999908
22;-0.004913;-0.014832;-0.996078
23;-0.006378;-0.015259;-0.990738
24;-0.005508;-0.015198;-0.994705
25;-0.005737;-0.015335;-0.992935
26;-0.006195;-0.014877;-0.992096
27;-0.005646;-0.014786;-0.996262
28;-0.005203;-0.015442;-1.000839
29;-0.004669;-0.015366;-1.000122
30;-0.005585;-0.015610;-0.995911
31;-0.006165;-0.016510;-0.996109
32;-0.004898;-0.015289;-0.991211
33;-0.006897;-0.014786;-0.991592
34;-0.005478;-0.014313;-0.997757
35;-0.004578;-0.016052;-0.996857
36;-0.005646;-0.015305;-0.991501
37;-0.005920;-0.015137;-0.998184
38;-0.005081;-0.015503;-0.989319
39;-0.005417;-0.014908;-0.993423
40;-0.005234;-0.014587;-0.995087
41;-0.005310;-0.013931;-0.991989
42;-0.005463;-0.015594;-0.988831
43;-0.006073;-0.015884;-0.995590
44;-0.005493;-0.014221;-1.002975
45;-0.003830;-0.014343;-1.004623
46;-0.005432;-0.015869;-0.995453
47;-0.005692;-0.016098;-0.992264
48;-0.005356;-0.015121;-0.995911
49;-0.004501;-0.014771;-0.994736
50;-0.005096;-0.015594;-0.994217
51;-0.005005;-0.016037;-0.999863
52;-0.003922;-0.014618;-1.006424
53;-0.005905;-0.013626;-0.991470
54;-0.004761;-0.014374;-0.997360
55;-0.005951;-0.014160;-0.994812
56;-0.005630;-0.015762;-0.988876
57;-0.004669;-0.016052;-0.994156
58;-0.005219;-0.016083;-0.994293
59;-0.005142;-0.015045;-0.992035
60;-0.005295;-0.015625;-0.991608
61;-0.005844;-0.015305;-0.998199
